Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID
355,Koninklijke DSM N.V.,Consumer staples,Netherlands,World Food Programme (WFP),cash,paid,125071,Donation from Dutch health company.,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-230,XM-DAC-41140
756,Koninklijke Philips N.V.,Consumer staples,Netherlands,Unspecified (see notes),cash,pledged,348632,"More than €335,000 donated by Philips employees and distributed through the Philips Foundation.","Public reporting 
[https://www.philips-foundation.com/a-w/support-ukraine]",do-477,ro-2
356,KPMG LLP,Financials,United States of America,GlobalGiving [NGO],cash,pledged,250000,"US CEO of KPMG Paul Knopp announced on Twitter an initial donation of US$250,000 to GlobalGiving’s Ukraine Crisis Relief Fund.","Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/kpmg-us-foundation-humanitarian-crisis-ukraine]",do-231,US-EIN-300108263
357,Kroger Co. Zero Hunger Zero Waste Foundation,Consumer staples,United States of America,World Food Programme (WFP),cash,paid,242500,Donation from foundation associated with American supermarket chain.,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-232,XM-DAC-41140
822,Krombacher Brauerei Bernhard Schadeberg GmbH & Co. KG,Consumer Staples,Germany,Multiple (see notes),cash,pledged,251462,"€ 250,000 donation to the German Red Cross and Aktion Deutschland Hilft.","Public reporting 
[https://www.krombacher.de/ukrainehilfe]",do-505,ro-1
358,Kuehne + Nagel International AG,Industrials,Switzerland,International Committee of the Red Cross (ICRC),in-kind,paid,641124,"CHF 600,000. Part of commitment of at least CHF 10 million of in-kind support.","Bilateral - donor report
https://newsroom.kuehne-nagel.com/kuehnenagel-provides-quick-aid-to-ukraine/
[Confirmed phone 8-Apr-22]",do-233,XM-DAC-21016
359,Kuehne + Nagel International AG,Industrials,Switzerland,redacted Recipient A,in-kind,paid,8234,"CHF 7,706. Part of commitment of at least CHF 10 million of in-kind support. Donor has requested that recipient be redacted.","Bilateral - donor report
https://newsroom.kuehne-nagel.com/kuehnenagel-provides-quick-aid-to-ukraine/
[Confirmed phone 8-Apr-22]",do-233,ro-89
360,Kuehne + Nagel International AG,Industrials,Switzerland,United Nations Children's Fund (UNICEF),in-kind,paid,1824949,"CHF 1,707,890. Part of commitment of at least CHF 10 million of in-kind support.","Bilateral - donor report
https://newsroom.kuehne-nagel.com/kuehnenagel-provides-quick-aid-to-ukraine/
[Confirmed phone 8-Apr-22]",do-233,XM-DAC-41122
361,Kuehne + Nagel International AG,Industrials,Switzerland,United Nations High Commissioner for Refugees (UNHCR),in-kind,paid,3231708,"CHF 3,024,415. Part of commitment of at least CHF 10 million of in-kind support.","Bilateral - donor report
https://newsroom.kuehne-nagel.com/kuehnenagel-provides-quick-aid-to-ukraine/
[Confirmed phone 8-Apr-22]",do-233,XM-DAC-41121
362,Kuehne + Nagel International AG,Industrials,Switzerland,United Nations Population Fund (UNFPA),in-kind,pledged,36382,"CHF 34,048. Part of commitment of at least CHF 10 million of in-kind support.","Bilateral - donor report
https://newsroom.kuehne-nagel.com/kuehnenagel-provides-quick-aid-to-ukraine/
[Confirmed phone 8-Apr-22]",do-233,XM-DAC-41119
363,Kuehne + Nagel International AG,Industrials,Switzerland,Unspecified (see notes),in-kind,pledged,4364468,Commitment to donate CHF 10 million in free logistical/shipping/storage services to support Ukraine humanitarian response. Pledged amount reduced by amounts that have reported as paid by the donor.,"Bilateral - donor report
https://newsroom.kuehne-nagel.com/kuehnenagel-provides-quick-aid-to-ukraine/
[Confirmed phone 8-Apr-22]",do-233,ro-2
364,Kuehne + Nagel International AG,Industrials,Switzerland,World Health Organization (WHO),in-kind,paid,609135,"CHF 570,063. Part of commitment of at least CHF 10 million of in-kind support.","Bilateral - donor report
https://newsroom.kuehne-nagel.com/kuehnenagel-provides-quick-aid-to-ukraine/
[Confirmed phone 8-Apr-22]",do-233,XM-DAC-928
365,Kurt Geiger,Consumer discretionary,United Kingdom,British Red Cross Society ,cash,pledged,66000,"£50,000 to provide food, water, first aid, medicine, warm clothes and shelter to those affected by the crisis in Ukraine.","Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/kurt-geiger-humanitarian-crisis-ukraine]",do-234,GB-CHC-220949
704,Kyivstar,Communication services,Ukraine,Caritas Ukraine [NGO],cash,pledged,169332,"UAH 5 million for humanitarian needs of forcibly displaced Ukrainians, part of an overall UAH 30 million of support to the military, hospitals, the elderly, and victims of war.","Public reporting 
[https://kyivstar.ua/uk/mm/news-and-promotions/kyyivstar-pererahuvav-5-milyoniv-gryven-na-gumanitarnu-dopomogu-postrazhdalym]",do-439,ro-175
775,Laverana GmbH & Co. KG,Consumer Staples,Germany,Innatura [NGO],in-kind,pledged,1011170,€1 million worth in-kind donation of goods,"Public reporting 
[https://www.presseportal.de/pm/64783/5235368]",do-496,ro-182
776,Laverana GmbH & Co. KG,Consumer Staples,Germany,Unspecified (see notes),in-kind,pledged,283171,"€280,000 worth in-kind donation of food and cosmetics for the people and refugee families in Kovel, Ukraine. ","Public reporting 
[https://www.presseportal.de/pm/64783/5195329]",do-496,ro-2
366,LEGO Foundation,Consumer discretionary,Denmark,United Nations Children's Fund (UNICEF),cash,paid,3563391,Part of a DKK 110 million (USD $16.5 million) pledge announced by the LEGO Foundation to support people affected by the conflict in Ukraine. Donation made to UNICEF National Committee Denmark.,"Bilateral - recipient report
[Confirmed email 28-June-22]

Public reporting
[https://www.unicef.org/partnerships/lego-foundation-donates-37-million-unicef-lifesaving-work-children-ukraine]",do-235,XM-DAC-41122
367,LEO Pharma A/S,Health care,Denmark,Danish Red Cross,cash,pledged,141758,DKK 1 million cash donation.,"Public reporting
[https://www.efpia.eu/news-events/the-efpia-view/efpia-news/pharmaceutical-industry-response-to-the-war-in-ukraine/]",do-236,DK-CVR-20700211
368,LEO Pharma A/S,Health care,Denmark,International Health Partners [NGO],cash,pledged,1898379,"740,000 packs and 420,000 vials of antibiotics and anticoagulants via International Health Partners with estimated value of €1.8 million.","Public reporting
[https://www.efpia.eu/news-events/the-efpia-view/efpia-news/pharmaceutical-industry-response-to-the-war-in-ukraine/]",do-236,ro-53
369,Levi Strauss & Co.,Consumer Discretionary,United States of America,CARE International [NGO],cash,pledged,100000,"The company’s Beyond Yoga brand is giving $100,000 to CARE, which is responding to the immediate needs of the people of Ukraine. ","Public reporting
[https://www.levistrauss.com/2022/03/07/humanitarian-business-response-crisis-ukraine/]",do-237,GB-CHC-292506
370,Levi Strauss & Co.,Consumer Discretionary,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,200000,To support individuals and families displaced by the conflict.,"Public reporting
[https://www.levistrauss.com/2022/03/07/humanitarian-business-response-crisis-ukraine/]",do-237,US-EIN-13-5660870
371,Liebherr Foundation,Industrials,Switzerland,United Nations High Commissioner for Refugees (UNHCR),cash,paid,215517,"CHF 200,000 donation from private foundation linked to German-Swiss multinational equipment manufacturer. ","Bilateral - recipient report
[Confirmed email 30-Mar-22]",do-238,XM-DAC-41121
372,"Lincoln Electric Holdings, Inc.",Industrials,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,24958,"CHF 23,093","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",do-239,XM-DAC-21018
373,Lindt & Sprüngli AG,Consumer discretionary,Switzerland,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,1080762,"CHF 1,000,000","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",do-240,XM-DAC-21018
374,L'Oréal S.A.,Consumer discretionary,France,United Nations Population Fund (UNFPA),cash,paid,53396,"€50,000 from the L'Oréal Fund for Women.","Bilateral - recipient report
[Confirmed email 20-May-22]",do-241,XM-DAC-41119
375,Louis Vuitton,Consumer discretionary,France,United Nations Children's Fund (UNICEF),cash,pledged,1090000,€1 million for immediate release to aid the ongoing crisis in Ukraine. ,"Public reporting
[https://www.textiletoday.com.bd/fashion-brands-responding-invasion-ukraine/]",do-242,XM-DAC-41122
777,LVM Versicherungsverein,Financials,Germany,Unspecified (see notes),cash,pledged,203801,"€ 200,000 from the company and its foundation Helfen verbindet Menschen e.V. for organizations like Deutschland hilft or Medeor.","Public reporting 
[https://helfen-verbindet-menschen.de/2022/ukraine-hilfe-ueber-lvm-helfen-verbindet-menschen-e-v/]",do-497,ro-2
376,LVMH Group,Consumer discretionary,France,International Committee of the Red Cross (ICRC),cash,pledged,5450000,"€5 million preliminary ""emergency donation"" about $5.5 million) to help the direct and indirect victims of the war. ","Public reporting
[https://twitter.com/LVMH/status/1499122594699694085]",do-243,XM-DAC-21016
377,Magna International,Industrials,Canada,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,100000,Reported in OCHA FTS. Dpnation from Canadian mobility technology company for automakers.,"Public reporting
[x]",do-244,XM-DAC-41121
378,Marks & Spencer,Consumer discretionary,United Kingdom,United Kingdom for UNHCR,cash,pledged,660000,"£500,000 worth of products urgently needed on the ground, which will be distributed by UNHCR","Public reporting
[https://www.marksandspencer.com/c/ukraine-appeal]",do-245,ro-120
379,Marks & Spencer,Consumer discretionary,United Kingdom,United Nations Children's Fund (UNICEF),cash,pledged,660000,"£500,000 worth of products urgently needed on the ground, which will be distributed by UNHCR","Public reporting
[https://www.marksandspencer.com/c/ukraine-appeal]",do-245,XM-DAC-41122
380,Marks & Spencer,Consumer discretionary,United Kingdom,United Nations High Commissioner for Refugees (UNHCR),in-kind,pledged,660000,"£500,000 worth of products urgently needed on the ground, which will be distributed by UNHCR","Public reporting
[https://www.marksandspencer.com/c/ukraine-appeal]",do-245,XM-DAC-41121
381,Marriott International,Consumer discretionary,United States of America,Unspecified (see notes),cash,pledged,2700000,"$1m from J. Willard and Alice S. Marriott Foundation, plus $1.7m in cash and in-kind donations from Marriott hotels and associations.","Public reporting
[https://news.marriott.com/news/2022/04/07/marriott-international-statement-ukraine-humanitarian-crisis-and-mi-relief-efforts]",do-246,ro-2
382,"Mars, Inc.",Consumer staples,United States of America,American Red Cross,cash,paid,2500000,Part of a $12m commitment to support Ukraine crisis relief.,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,ro-5
383,"Mars, Inc.",Consumer staples,United States of America,Humane Society International [NGO],cash,paid,1500000,Part of a $12m commitment to support Ukraine crisis relief.,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,ro-47
384,"Mars, Inc.",Consumer staples,United States of America,International Fund for Animal Welfare [NGO],cash,paid,750000,To give assistance to pets and pet owners. ,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,ro-52
385,"Mars, Inc.",Consumer staples,United States of America,Save the Children [NGO],cash,paid,1500000,To help provide for the basic needs of children and their families in Ukraine and seeking refuge in border countries.,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,GB-COH-213890
386,"Mars, Inc.",Consumer staples,United States of America,United Nations High Commissioner for Refugees (UNHCR),cash,paid,1000000,Part of a $12m commitment to support Ukraine crisis relief.,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,XM-DAC-41121
387,"Mars, Inc.",Consumer staples,United States of America,Unspecified (see notes),cash,pledged,3750000,Part of a $12m commitment to support Ukraine crisis relief. Balance has not yet been allocated as of May 2022.,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,ro-2
388,"Mars, Inc.",Consumer staples,United States of America,Veterinarians Without Borders [NGO],cash,paid,500000,To give assistance to pets and pet owners. ,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,ro-151
389,"Mars, Inc.",Consumer staples,United States of America,World Central Kitchen [NGO],cash,paid,500000,Part of a $12m commitment to support Ukraine crisis relief.,"Bilateral - donor report
[Confirmed email 24-May-22]

See also public reporting
[https://www.mars.com/news-and-stories/press-releases-statements/mars-ceo-outlines-support-for-ukraine-and-calls-for]",do-247,ro-154
390,Mastercard,Financials,United States of America,International Committee of the Red Cross (ICRC),cash,pledged,1250000,"Donated $2 million to support the relief initiatives in Ukraine and surrounding countries welcoming refugees. Of this, $1.25 million was allocated to the International Red Cross and $500K to Save the Children. ","Public reporting
[https://www.mastercard.com/news/press/2022/march/supporting-ukraine-activating-our-philanthropy-tools-and-network-for-humanitarian-relief-efforts/]",do-248,XM-DAC-21016
391,Mastercard,Financials,United States of America,Save the Children [NGO],cash,pledged,500000,"Donated $2 million to support the relief initiatives in Ukraine and surrounding countries welcoming refugees. Of this, $1.25 million was allocated to the International Red Cross and $500K to Save the Children. ","Public reporting
[https://www.mastercard.com/news/press/2022/march/supporting-ukraine-activating-our-philanthropy-tools-and-network-for-humanitarian-relief-efforts/]",do-248,GB-COH-213890
392,Mastercard,Financials,United States of America,Save the Children [NGO],cash,pledged,3000000,"$3 million from the Mastercard Impact Fund to further support humanitarian relief efforts (food, shelter, medical care, etc), as well as aiding the financial security and driving small business programs for migrants’ longer term economic integration. $1m for local chapter of international NGOs or local, smaller NGOs; $2m for refugee medium-temr support.","Public reporting
[https://www.mastercard.com/news/press/2022/march/supporting-ukraine-activating-our-philanthropy-tools-and-network-for-humanitarian-relief-efforts/]",do-248,GB-COH-213890
662,Mastercard,Financials,United States of America,World Food Programme (WFP),cash,paid,373790,Donation from Mastercard EU.,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-248,XM-DAC-41140
393,"Mattel, Inc.",Consumer Discretionary,United States of America,Unspecified (see notes),in-kind,pledged,1000000,Mattel will contribute $1m in toys and cash to support organizations on the front lines aiding refugee children and families from Ukraine. These include Save the Children and Polish local charities SOS Children's Villages and Caritas Polska.,"Public reporting
[https://corporate.mattel.com/news/mattel-statement-on-ukraine]",do-249,ro-2
394,Mazda Motor Corporation,Industrials,Japan,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,1056055,To support the activities which provide humanitarian aid to the affected populations in Ukraine and countries in the region.,"Public reporting
[https://uk.mazda-press.com/news/2022/mazda-supports-humanitarian-efforts-to-help--ukraine-emergency-situation/]",do-250,XM-DAC-41121
395,McCain Foods Limited,Consumer Staples,Canada,Canadian Red Cross Society,cash,paid,200000,For the Red Cross Ukraine Humanitarian Crisis Appeal.,"Public reporting
[https://www.mccain.com/information-centre/news/announcement/]",do-251,ro-17
817,Medela AG,Health Care,Switzerland,Unspecified (see notes),cash,pledged,254174,"CHF 250,000 of financial aid to NGOs and UNICEF and also in-kind contributions. ","Public reporting
[https://www.medela.com/company/news/news/supporting-families-in-ukraine]",do-518,ro-2
755,Mennekes Elektrotechnik GmbH & Co. KG,Industrials,Germany,Multiple (see notes),cash,pledged,104362,"€100,000 donation for Aktion Deutschland Hilft and Bündnis Entwicklung Hilft.","Public reporting 
[https://www.mennekes.de/presse/nachrichten/krieg-in-der-ukraine/]",do-482,ro-1
396,Mercedes-Benz,Consumer discretionary,Germany,German Red Cross,cash,pledged,1090000,€1 million in support of those affected by the crisis in Ukraine.,"Public reporting
[https://www.uschamberfoundation.org/aid-event/humanitarian-crisis-ukraine/mercedes-benz-humanitarian-crisis-ukraine]",do-252,ro-40
731,Mercedes-Benz Grand Prix Ltd,Industrials,United Kingdom,United Nations Children's Fund (UNICEF),cash,paid,1006588,Cash donation to UNICEF National Committee United Kingdom,"Bilateral - recipient report
[Confirmed email 28-June-22]",do-460,XM-DAC-41122
397,Merck KGaA,Health care,Germany,German Red Cross,cash,pledged,2603805,"€2,000,000 donated, including €1,000,000 from the Merck family. Employees have also donated €550,000 as of 30 March.","Public reporting
[https://www.efpia.eu/news-events/the-efpia-view/efpia-news/pharmaceutical-industry-response-to-the-war-in-ukraine/]",do-253,ro-40
807,Merck KGaA,Health care,Germany,Unspecified (see notes),cash,pledged,4021818,€ 4 million donation to support humanitarian aid in Ukraine,"Public reporting
[https://www.merckgroup.com/de/statement-on-the-war-in-ukraine-1.html]

",do-253,ro-2
808,Merck KGaA,Health care,Germany,Unspecified (see notes),cash,pledged,159038,"European subsidiaries collected € 160,000 worth of in-kind and material contributions, including various donations of medicines","Public reporting
[https://www.merckgroup.com/de/statement-on-the-war-in-ukraine-1.html]

",do-253,ro-2
398,"Meta Platforms, Inc.",Information technology,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,146704,"CHF 139,200 donated via Charities Aid Foundation","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",do-254,XM-DAC-21018
399,"Meta Platforms, Inc.",Information technology,United States of America,International Organization for Migration (IOM),in-kind,paid,150000,"USD 150,000 in-kind advertising credits ","Bilateral - recipient report
[Confirmed email 29-Mar-22]",do-254,XM-DAC-47066
400,"Meta Platforms, Inc.",Information technology,United States of America,Unspecified (see notes),in-kind,pledged,10000000,"$15 million to support humanitarian efforts in Ukraine and neighboring countries. $10 million will be provided as ad credits, helping nonprofit organizations raise the funds they need. ","Public reporting
[https://about.fb.com/news/2022/02/metas-ongoing-efforts-regarding-russias-invasion-of-ukraine/]",do-254,ro-2
401,"Meta Platforms, Inc.",Information technology,United States of America,Unspecified (see notes),cash,pledged,5000000,$15 million to support humanitarian efforts in Ukraine and neighboring countries. This includes $5 million in direct donations to UN agencies and more than a dozen nonprofits. ,"Public reporting
[https://about.fb.com/news/2022/02/metas-ongoing-efforts-regarding-russias-invasion-of-ukraine/]",do-254,ro-2
778,Metinvest Group,Materials,Ukraine,Unspecified (see notes),cash,pledged,40608252," 1.2 BILLION UAH allocated to aid projects in the country.
",Public reporting [https://metinvest.media/ua/page/mayzhe-12-mlrd-griven-za-70-dnv--dopomoga-metnvestu-ukran-ta-ukrancyam?fbclid=IwAR3zz_ix-avlP0MFnVWMC14Uh8sm7BE_cNGou5C285Dxpl0BbImU_8r26hQ],do-498,ro-2
402,Metro AG,Consumer staples,Germany,World Food Programme (WFP),cash,paid,393258,Donation from German membership cash-and-carry company. ,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-255,XM-DAC-41140
403,Metro Supply Chain,Industrials,Canada,Canadian Red Cross Society,cash,pledged,39500,"Corporate giving program. Metro Supply Chain announced that it has donated $50,000 to the Canadian Red Cross to support humanitarian relief efforts in Ukraine. CAD 50000.","Public reporting
[x]",do-256,ro-17
404,Michael & Susan Dell Foundation,Information technology,United States of America,Multiple (see notes),cash,pledged,15000000,"$15m to support Catholic Relief Services, Flexport.org, International Medical Corps, JDC, Jewish Agency for Israel, Médecins Sans Frontières/Doctors Without Borders, Samaritan’s Purse, and Save the Children from foundation associated with the founder of Dell computing. ","Public reporting
[https://www.dell.org/ukraine/]",do-257,ro-1
405,Micky and Madeleine Arison Family Foundation,Consumer discretionary,United States of America,Direct Relief [NGO],cash,pledged,1000000,Donation from family foundation associated with the CEO of Carnival Corporation (cruise lines). ,"Public reporting
[https://travelweekly.co.uk/news/cruise/carnival-corporation-chairmans-foundation-donates-3m-to-ukraine-relief ]",do-258,ro-29
406,Micky and Madeleine Arison Family Foundation,Consumer discretionary,United States of America,United Nations Children's Fund (UNICEF) USA,cash,pledged,1000000,Donation from family foundation associated with the CEO of Carnival Corporation (cruise lines). ,"Public reporting
[https://travelweekly.co.uk/news/cruise/carnival-corporation-chairmans-foundation-donates-3m-to-ukraine-relief ]",do-258,ro-127
407,Micky and Madeleine Arison Family Foundation,Consumer discretionary,United States of America,World Central Kitchen [NGO],cash,pledged,1000000,Donation from family foundation associated with the CEO of Carnival Corporation (cruise lines). ,"Public reporting
[https://travelweekly.co.uk/news/cruise/carnival-corporation-chairmans-foundation-donates-3m-to-ukraine-relief ]",do-258,ro-154
408,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft commercial in-kind support recipients,in-kind,pledged,2149000,In-kind technical support to commerical organizations. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-136
409,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft commercial in-kind tech recipients,in-kind,pledged,4268000,In-kind technology for commerical organizations. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-137
410,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft government in-kind support recipients,in-kind,pledged,2017000,In-kind technical support to government entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-138
411,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft government in-kind tech recipients,in-kind,pledged,27843000,In-kind technology to government entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-139
412,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft individual in-kind recipients,in-kind,pledged,5405000,In-kind credits to individuals. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-140
413,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft international org in-kind tech recipients,in-kind,pledged,978880,In-kind technology to multiple nonprofit and international organization partners. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-141
414,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft NGO cash recipients,cash,pledged,19475000,"Cash donations -- corporate grants, employee giving and matching funds, and Xbox campaign proceeds -- to multiple nonprofit and international organization partners. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.","Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-142
415,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft NGO in-kind tech recipients,in-kind,pledged,143500,In-kind technical support to multiple nonprofit and international organization partners. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-143
416,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft UN cash recipients,cash,pledged,8708000,"Cash donations -- corporate grants, employee giving and matching funds, and Xbox campaign proceeds -- to UN entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.","Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-144
417,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft UN in-kind support recipients,in-kind,pledged,2445600,In-kind technical support to UN entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-145
418,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft UN in-kind tech recipients,in-kind,pledged,70000,In-kind technology for UN entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-146
419,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft unspecified in-kind credit recipients,in-kind,pledged,52000000,In-kind credits to unspecified entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-147
420,Microsoft Corporation,Information technology,United States of America,unspecified Microsoft unspecified in-kind tech recipients,in-kind,pledged,52452000,In-kind technology to unspecified entities. Part of more than $177m of donations related to the humanitarian crisis in Ukraine.,"Bilateral - donor report
[Confirmed email 16-May-22]

See also public reporting
[https://blogs.microsoft.com/on-the-issues/2022/03/04/microsoft-suspends-russia-sales-ukraine-conflict/]",do-259,ro-148
421,Micys Company S.p.A.,Consumer discretionary,Italy,United Nations High Commissioner for Refugees (UNHCR),cash,paid,11236,Donation from Italian cosmetics company. ,"Bilateral - recipient report
[Confirmed email 30-Mar-22]",do-260,XM-DAC-41121
422,Mitsubishi Electric,Industrials,Japan,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,1099600,€1 million donation to UNHCR and launched an employee gift matching program through its US and Japanese philanthropic arms.,"Public reporting
[x]",do-261,XM-DAC-41121
423,Mondelez International,Consumer staples,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,63384,"CHF 61,000 from multinational snack food and beverage company.","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 25-May-22]",do-262,XM-DAC-21018
424,Mondi plc,Industrials,United Kingdom,World Food Programme (WFP),cash,paid,2139132,Donation from multinational paper and packaging group. ,"Bilateral - recipient report
[Confirmed email 14-June-22]",do-263,XM-DAC-41140
425,Mondou,Consumer discretionary,Canada,Canadian Red Cross Society,cash,pledged,79000,"Corporate giving program. Showing its solidarity with the people affected by the conflict in Ukraine, Mondou announced it will be donating $100,000 to the Canadian Red Cross’s Relief Fund: Humanitarian Crisis in Ukraine. CAD 100000.","Public reporting
[x]",do-264,ro-17
426,Moody's Foundation,Financials,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,250000,"Company-sponsored foundation. Moody's Foundation donated $250,000 to the International Rescue Committee (IRC) to support humanitarian relief efforts in the Ukraine. Moody’s donation will help provide food, medical care and emergency supplies to refugee families. Moody's Foundation is double matching all employee gifts supporting Ukraine relief efforts to approved nonprofits. USD 250000.","Public reporting
[x]",do-265,US-EIN-13-5660870
427,Moose Toys,Consumer discretionary,Australia,Save the Children [NGO],cash,pledged,100000,Donation to Save the Children's Ukraine Relief Fund.,"Public reporting
[x]",do-266,GB-COH-213890
